YP15D0104659,1102.362205,407.874016,1213.385827,675.590551,14
YP15D0104659,1191.338583,351.181102,1307.086614,690.551181,13
YP15D0104659,1300.000000,422.834646,1374.803150,693.700787,12
YP15D0104659,1370.866142,426.771654,1446.456693,681.889764,11
YP15D0104659,1437.007874,410.236220,1522.047244,700.000000,21
YP15D0104659,1533.070866,402.362205,1626.771654,688.976378,22
YP15D0104659,1613.385827,338.582677,1706.299213,678.740157,23
YP15D0104659,1681.102362,411.023622,1778.740157,673.228346,24
YP15D0104659,1928.346457,576.377953,2099.152542,807.874016,37
YP15D0104659,1804.724409,622.834646,1990.551181,897.637795,36
YP15D0104659,1728.346457,666.929134,1859.842520,948.031496,35
YP15D0104659,1657.480315,688.188976,1762.204724,954.330709,34
YP15D0104659,1564.566929,682.677165,1650.393701,1018.518519,33
YP15D0104659,1507.874016,687.401575,1574.803150,921.259843,32
YP15D0104659,1448.818898,684.251969,1511.023622,881.889764,31
YP15D0104659,1368.503937,668.503937,1437.795276,902.362205,41
YP15D0104659,1309.876543,691.338583,1381.102362,916.049383,42
YP15D0104659,1213.385827,674.803150,1310.236220,959.842520,43
YP15D0104659,1115.748031,689.763780,1202.362205,915.748031,44
YP15D0104659,1044.881890,669.291339,1137.007874,901.574803,45
YP15D0104659,896.062992,619.685039,1073.228346,882.677165,46
YP15D01000022,774.313725,330.745098,915.490196,571.921569,17
YP15D01000022,913.432836,349.253731,1066.470588,587.607843,16
YP15D01000022,1066.470588,511.137255,1099.803922,575.843137,15
YP15D01000022,1101.764706,313.098039,1210.447761,589.568627,14
YP15D01000022,1179.104478,273.134328,1288.238095,584.746032,13
YP15D01000022,1283.476190,291.095238,1383.476190,568.873016,12
YP15D01000022,1369.190476,284.746032,1489.825397,565.698413,11
YP15D01000022,1500.936508,286.333333,1604.111111,564.179104,21
YP15D01000022,1686.650794,299.031746,1800.936508,591.095238,24
YP15D01000022,1780.301587,476.809524,1883.476190,581.571429,25
YP15D01000022,1880.301587,341.888889,2013.634921,579.984127,26
YP15D01000022,2013.634921,341.888889,2121.571429,592.682540,27
YP15D01000022,1894.587302,592.682540,2056.492063,864.111111,36
YP15D01000022,1797.761905,600.619048,1897.761905,857.761905,35
YP15D01000022,1723.158730,611.730159,1797.761905,872.047619,34
YP15D01000022,1623.158730,597.444444,1707.285714,897.444444,33
YP15D01000022,1542.206349,613.317460,1613.634921,849.825397,32
YP15D01000022,1458.079365,602.206349,1551.730159,864.111111,31
YP15D01000022,1383.476190,589.507937,1466.015873,853.000000,41
YP15D01000022,1305.698413,600.619048,1402.523810,865.698413,42
YP15D01000022,1212.047619,603.793651,1305.698413,921.253968,43
YP15D01000022,1123.158730,599.031746,1208.873016,878.396825,44
YP15D01000022,1012.047619,606.968254,1132.682540,864.111111,45
YP15D01000022,900.936508,594.269841,1021.571429,695.857143,46
YP15D01000022,716.809524,568.873016,910.460317,814.904762,47
YP15D01000022,529.850746,630.777778,727.920635,779.984127,48
YP15D01000091,871.000000,812.347826,998.000000,1053.000000,46
YP15D01000091,1115.000000,792.000000,1220.000000,1027.000000,44
YP15D01000091,1006.000000,804.000000,1105.000000,1007.000000,45
YP15D01000091,1212.000000,794.666667,1302.666667,1046.000000,43
YP15D01000091,1897.101449,757.275362,2076.000000,1024.000000,37
YP15D01000091,1896.000000,523.000000,2017.000000,748.579710,26
YP15D01000091,1796.000000,768.869565,1908.695652,1026.000000,35
YP15D01000091,1555.000000,800.000000,1621.333333,1008.000000,32
YP15D01000091,1298.000000,797.333333,1381.000000,1015.000000,42
YP15D01000091,1634.000000,801.333333,1713.000000,1042.000000,33
YP15D01000091,857.333333,528.571429,1036.231884,783.362319,16
YP15D01000091,1708.000000,788.000000,1802.000000,1035.000000,34
YP15D01000091,1470.000000,805.000000,1543.000000,998.000000,31
YP15D01000091,1748.000000,482.000000,1829.000000,758.724638,24
YP15D01000091,1134.920635,463.492063,1291.304348,758.724638,13
YP15D01000091,1382.000000,805.000000,1463.000000,1005.000000,41
YP15D01000091,1665.000000,478.666667,1758.666667,776.115942,23
YP15D01000091,1576.000000,509.333333,1672.000000,768.869565,22
YP15D01000091,1471.000000,487.710145,1579.710145,765.971014,21
YP15D01000091,1367.000000,486.260870,1467.000000,763.072464,11
YP15D01000091,1106.000000,650.000000,1189.855072,767.420290,14
YP15D01000091,998.412698,541.333333,1111.000000,777.565217,15
YP15D01000091,1822.000000,652.000000,1912.000000,758.724638,25
YP15D01000091,1280.000000,504.000000,1376.811594,771.768116,12
YP15D01000091,2228.000000,801.000000,2363.000000,942.782609,38
YP15D01000072,534.042553,698.936170,736.170213,846.808511,48
YP15D01000072,718.085106,714.893617,896.808511,920.212766,47
YP15D01000072,851.063830,703.191489,1031.914894,921.276596,46
YP15D01000072,1007.446809,712.765957,1092.553191,925.531915,45
YP15D01000072,1088.297872,720.212766,1193.617021,929.787234,44
YP15D01000072,1168.085106,712.765957,1260.638298,928.723404,43
YP15D01000072,1263.829787,711.702128,1339.361702,881.914894,42
YP15D01000072,1338.297872,712.765957,1404.255319,882.978723,41
YP15D01000072,1408.510638,722.340426,1478.723404,873.404255,31
YP15D01000072,1471.276596,706.382979,1542.553191,876.595745,32
YP15D01000072,1539.361702,712.765957,1612.765957,928.723404,33
YP15D01000072,1572.340426,691.489362,1698.936170,924.468085,34
YP15D01000072,1688.297872,705.319149,1775.531915,905.319149,35
YP15D01000072,1758.510638,698.936170,1929.787234,917.021277,36
YP15D01000072,1894.680851,691.489362,2050.000000,915.151515,37
YP15D01000072,2047.872340,672.340426,2215.957447,831.914894,38
YP15D01000072,2038.297872,474.468085,2171.276596,664.893617,28
YP15D01000072,1948.936170,494.680851,2062.765957,685.106383,27
YP15D01000072,1819.148936,458.510638,1977.659574,691.489362,26
YP15D01000072,1751.063830,472.340426,1831.914894,687.234043,25
YP15D01000072,1659.574468,470.212766,1747.872340,691.489362,24
YP15D01000072,1581.914894,418.085106,1665.957447,664.893617,23
YP15D01000072,1476.595745,431.914894,1567.021277,667.021277,22
YP15D01000072,1384.042553,393.617021,1487.234043,658.510638,21
YP15D01000072,1274.468085,390.425532,1372.340426,664.893617,11
YP15D01000072,1184.042553,439.361702,1285.106383,680.851064,12
YP15D01000072,1121.276596,386.170213,1205.319149,655.319149,13
YP15D01000072,1059.574468,481.914894,1177.659574,682.978723,14
YP15D01000072,993.617021,472.340426,1078.723404,681.914894,15
YP15D01000072,847.872340,445.744681,1005.319149,679.787234,16
YP15D01000072,739.361702,474.468085,876.595745,725.531915,17
YP15D01000072,660.638298,494.680851,793.617021,705.319149,18
YP15D01000088,1190.000000,506.818182,1276.136364,789.772727,13
YP15D01000088,850.000000,778.409091,1004.545455,1038.000000,46
YP15D01000088,1814.772727,717.045455,2013.000000,1012.500000,36
YP15D01000088,1090.277778,811.363636,1196.590909,1031.000000,44
YP15D01000088,1800.000000,504.000000,1917.045455,732.954545,26
YP15D01000088,1330.000000,840.909091,1414.000000,1012.000000,41
YP15D01000088,1338.000000,467.000000,1432.954545,809.090909,11
YP15D01000088,1173.000000,840.909091,1264.772727,1041.000000,43
YP15D01000088,1719.318182,762.500000,1831.000000,1004.000000,35
YP15D01000088,1643.181818,794.318182,1745.454545,1024.000000,34
YP15D01000088,1417.045455,830.681818,1490.000000,988.000000,31
YP15D01000088,1571.590909,829.545455,1664.772727,1037.000000,33
YP15D01000088,1498.863636,831.818182,1580.681818,1005.000000,32
YP15D01000088,1254.545455,852.272727,1338.000000,1011.363636,42
YP15D01000088,1433.000000,463.636364,1529.545455,803.409091,21
YP15D01000088,1517.045455,527.906977,1598.863636,789.772727,22
YP15D01000088,1601.136364,499.000000,1680.681818,789.772727,23
YP15D01000088,902.325581,526.136364,1042.045455,788.636364,16
YP15D01000088,1120.000000,660.227273,1200.000000,785.227273,14
YP15D01000088,1271.590909,536.363636,1348.863636,801.136364,12
YP15D01000088,1657.954545,464.772727,1750.000000,763.636364,24
YP15D01000088,1038.000000,523.863636,1128.409091,793.181818,15
YP15D01000088,2132.954545,732.000000,2275.000000,886.363636,38
YP15D01000088,1734.722222,640.909091,1817.045455,759.090909,25
YP15D01000088,986.363636,854.545455,1061.363636,1014.772727,45
YP15D0103594,1086.725664,491.150442,1189.380531,730.088496,14
YP15D0103594,1161.061947,423.255814,1246.902655,736.283186,13
YP15D0103594,1242.477876,505.309735,1325.663717,720.353982,12
YP15D0103594,1317.699115,451.327434,1400.884956,731.858407,11
YP15D0103594,1411.504425,479.646018,1493.805310,733.628319,21
YP15D0103594,1491.150442,489.380531,1561.946903,723.893805,22
YP15D0103594,1560.176991,445.637584,1643.362832,727.433628,23
YP15D0103594,1616.814159,466.371681,1714.159292,730.088496,24
YP15D0103594,1791.150442,683.185841,1970.796460,913.274336,37
YP15D0103594,1676.106195,716.814159,1891.150442,948.672566,36
YP15D0103594,1612.389381,745.132743,1733.628319,971.681416,35
YP15D0103594,1551.006711,755.704698,1663.087248,994.630872,34
YP15D0103594,1489.932886,752.348993,1587.919463,1000.671141,33
YP15D0103594,1426.845638,753.020134,1492.617450,962.416107,32
