0,3750,25,3437,13111
1,3750,25,3584,13111
2,3750,25,3584,13111
3,3750,25,3750,13111
4,4000,25,3647,13360
5,3529,25,3694,13109
6,4000,25,3647,13360
7,3529,25,3882,13109
8,3750,25,3750,13111
9,4000,25,4000,13360
10,3750,25,3937,13111
11,3750,25,3937,13111
12,3750,25,3937,13111
13,3750,25,3937,13111
14,4000,25,4000,13360
15,4285,25,4071,13362
16,4000,25,4000,13360
17,4000,25,3812,13360
18,4285,25,3883,13362
19,3750,25,3937,13111
20,4000,25,3812,13360
21,4000,25,3812,13360
22,4000,25,4000,13360
23,3750,25,3937,13111
24,3750,25,3937,13111
25,4000,25,4000,13360
26,4000,25,4000,13360
27,4000,25,4000,13360
28,4000,25,4000,13360
29,4000,25,4000,13360
30,4000,25,4000,13360
31,4000,25,4000,13360
32,4000,25,3812,13360
33,4000,25,4000,13360
34,4000,25,4000,13360
35,4000,25,3812,13360
36,4285,25,3883,13362
37,4000,25,4000,13360
38,4000,25,4000,13360
39,4000,25,4000,13360
40,3750,25,4151,13111
41,3750,25,3937,13111
42,4000,25,4000,13360
43,3750,25,4151,13111
44,4000,25,4214,13360
45,4000,25,4214,13360
46,4285,25,4071,13362
47,4285,25,3883,13362
48,4000,25,4214,13360
49,4285,25,4071,13362
50,4285,25,3883,13362
51,4285,25,3883,13362
52,4000,25,4000,13360
53,3750,25,4151,13111
54,4000,25,4000,13360
55,4000,25,4000,13360
56,4000,25,4000,13360
57,3750,25,4151,13111
58,4000,25,4000,13360
59,3750,25,4151,13111
60,4000,25,4214,13360
61,4285,25,4071,13362
62,4000,25,4214,13360
63,4000,25,4000,13360
64,4285,25,3883,13362
65,4000,25,4214,13360
66,4000,25,4000,13360
67,4285,25,3883,13362
68,4000,25,4000,13360
69,4000,25,4000,13360
70,3750,25,4151,13111
71,4000,25,4000,13360
72,3750,25,4151,13111
73,3750,25,4151,13111
74,4000,25,4000,13360
75,3750,25,4151,13111
76,4000,25,4214,13360
77,4285,25,4071,13362
78,4000,25,4214,13360
79,4285,25,4071,13362
80,4285,25,3883,13362
81,4000,25,4214,13360
82,4285,25,4071,13362
83,4285,25,3883,13362
84,4000,25,4000,13360
85,4285,20,3883,13362
86,3750,20,3937,13111
87,3750,20,3750,13111
88,3529,20,3882,13109
89,3529,20,3694,13109
90,3333,20,3480,13107
91,3529,20,3529,13109
92,3333,20,3333,13107
93,3333,20,3333,13107
94,3333,20,3083,13107
95,3157,20,3039,13105
96,3000,20,3118,13104
97,3000,20,3000,13104
98,3000,20,3000,13104
99,3000,20,2892,13104
100,3000,20,2795,13104
101,2727,20,2824,12855
102,2727,20,2824,12855
103,2727,20,2727,12855
104,2608,20,2795,12854
105,2608,20,2697,12854
106,2608,20,2697,12854
107,2608,20,2697,12854
108,2608,20,2608,12854
109,2727,20,2556,12855
110,2608,20,2527,12854
111,2500,20,2581,12853
112,2500,20,2500,12853
113,2608,20,2527,12854
114,2400,20,2556,12852
115,2500,20,2500,12853
116,2500,20,2425,12853
117,2400,20,2475,12852
118,2400,20,2475,12852
119,2400,20,2475,12852
120,2400,20,2400,12852
121,2400,20,2400,12852
122,2400,20,2400,12852
123,2400,20,2400,12852
124,2307,20,2376,12851
125,2500,20,2355,12853
126,2400,20,2330,12852
127,2307,20,2376,12851
128,2400,20,2330,12852
129,2307,20,2376,12851
130,2307,20,2376,12851
131,2307,20,2307,12851
132,2307,20,2376,12851
133,2307,20,2307,12851
134,2307,20,2307,12851
135,2307,20,2307,12851
136,2400,20,2330,12852
137,2307,20,2243,12851
138,2400,20,2330,12852
139,2307,20,2243,12851
140,2307,20,2307,12851
141,2400,20,2266,12852
142,2222,20,2355,12850
143,2400,20,2266,12852
144,2222,20,2355,12850
145,2307,20,2307,12851
146,2222,20,2286,12850
147,2307,20,2307,12851
148,2222,20,2286,12850
149,2222,20,2286,12850
150,2307,20,2307,12851
151,2222,20,2286,12850
152,2222,20,2286,12850
153,2222,20,2222,12850
154,2222,20,2355,12850
155,2307,20,2243,12851
156,2222,20,2222,12850
157,2400,20,2266,12852
158,2307,20,2243,12851
159,2222,20,2286,12850
160,2400,20,2266,12852
161,2222,20,2355,12850
162,2307,20,2243,12851
163,2222,20,2286,12850
164,2222,20,2286,12850
165,2307,20,2243,12851
166,2222,20,2286,12850
167,2222,20,2222,12850
168,2222,20,2286,12850
169,2307,20,2243,12851
170,2307,20,2243,12851
171,2307,20,2307,12851
172,2307,20,2243,12851
173,2222,20,2286,12850
174,2307,20,2243,12851
175,2222,20,2286,12850
176,2307,20,2243,12851
177,2222,20,2286,12850
178,2222,20,2286,12850
179,2222,20,2222,12850
180,2222,20,2286,12850
181,2222,20,2222,12850
182,2222,20,2286,12850
183,2307,20,2243,12851
184,2222,20,2222,12850
185,2222,25,2222,12850
186,2307,25,2243,12851
187,2500,25,2500,12853
188,2608,25,2527,12854
189,2857,25,2670,12856
190,3000,25,2795,13104
191,3000,25,2892,13104
192,3157,25,3039,13105
193,3333,25,3083,13107
194,3157,25,3289,13105
195,3529,25,3250,13109
196,3529,25,3382,13109
197,3529,25,3382,13109
198,3750,25,3437,13111
199,3529,25,3529,13109
200,3529,25,3529,13109
201,3529,25,3694,13109
202,3529,25,3694,13109
203,3529,25,3694,13109
204,3750,25,3937,13111
205,3529,25,3882,13109
206,3750,25,3937,13111
207,4000,25,3812,13360
208,3750,25,3750,13111
209,4000,25,4000,13360
210,3750,25,3750,13111
211,4000,25,3812,13360
212,4000,25,3812,13360
213,3750,25,3937,13111
214,4000,25,3812,13360
215,3750,25,3937,13111
216,3750,25,3937,13111
217,3750,25,3937,13111
218,4000,25,4214,13360
219,4000,25,4000,13360
220,4000,25,4000,13360
221,4000,25,4000,13360
222,4000,25,4000,13360
223,4000,25,4000,13360
224,4000,25,4000,13360
225,4000,25,3812,13360
226,4285,25,4071,13362
227,4000,25,3812,13360
228,4285,25,3883,13362
229,4000,25,4000,13360
230,3750,25,4151,13111
231,4000,25,4000,13360
232,3750,25,4151,13111
233,4000,25,4000,13360
234,4000,25,4000,13360
235,3750,25,4151,13111
236,4000,25,4000,13360
237,4285,25,4071,13362
238,4000,25,4214,13360
239,4285,25,4071,13362
240,4285,25,3883,13362
241,4000,25,4000,13360
242,4285,25,3883,13362
243,4285,25,4071,13362
244,4285,25,3883,13362
245,4000,25,4000,13360
246,4285,25,3883,13362
247,4000,25,4000,13360
248,4000,25,4214,13360
249,3750,25,4151,13111
250,4000,25,4214,13360
251,4000,25,4000,13360
252,4000,25,4214,13360
253,3750,25,4151,13111
254,4000,25,4214,13360
255,4285,25,4071,13362
256,4285,25,4285,13362
257,4285,25,3883,13362
258,4000,25,4000,13360
259,4000,25,4000,13360
260,4285,25,3883,13362
261,4285,25,3883,13362
262,4285,25,3883,13362
263,4000,25,4000,13360
264,3750,25,4151,13111
265,3750,25,4151,13111
266,4000,25,4000,13360
267,4000,25,4214,13360
268,4285,25,4071,13362
269,4285,25,4285,13362
270,3750,25,4151,13111
271,4285,25,4285,13362
272,4000,25,4214,13360
273,4000,25,4214,13360
274,4000,25,4000,13360
275,4285,25,3883,13362
276,4285,25,3883,13362
277,4000,25,4000,13360
278,4000,25,4214,13360
279,3750,25,4151,13111
280,4000,25,4000,13360
281,3750,25,4151,13111
282,4000,25,4000,13360
283,4000,25,4000,13360
284,4000,25,4214,13360
285,4285,20,4071,13362
286,4000,20,4214,13360
287,4000,20,4000,13360
288,3750,20,3584,13111
289,3750,20,3584,13111
290,3750,20,3437,13111
291,3529,20,3382,13109
292,3333,20,3333,13107
293,3157,20,3289,13105
294,3157,20,3157,13105
295,3000,20,3250,13104
296,3000,20,3118,13104
297,3000,20,3000,13104
298,2857,20,2964,12856
299,2857,20,2964,12856
300,2727,20,2931,12855
301,3000,20,2795,13104
302,2857,20,2759,12856
303,2857,20,2759,12856
304,2857,20,2670,12856
305,2857,20,2670,12856
306,2727,20,2638,12855
307,2608,20,2697,12854
308,2608,20,2608,12854
309,2500,20,2670,12853
310,2500,20,2500,12853
311,2500,20,2670,12853
312,2500,20,2581,12853
313,2500,20,2500,12853
314,2608,20,2527,12854
315,2500,20,2425,12853
316,2400,20,2475,12852
317,2608,20,2452,12854
318,2500,20,2425,12853
319,2400,20,2475,12852
320,2400,20,2400,12852
321,2500,20,2425,12853
322,2307,20,2451,12851
323,2400,20,2475,12852
324,2307,20,2376,12851
325,2400,20,2400,12852
326,2307,20,2376,12851
327,2400,20,2330,12852
328,2307,20,2376,12851
329,2400,20,2330,12852
330,2307,20,2307,12851
331,2400,20,2330,12852
332,2400,20,2330,12852
333,2307,20,2307,12851
334,2400,20,2330,12852
335,2400,20,2330,12852
336,2307,20,2376,12851
337,2307,20,2307,12851
338,2307,20,2307,12851
339,2307,20,2376,12851
340,2222,20,2286,12850
341,2307,20,2376,12851
342,2307,20,2307,12851
343,2222,20,2286,12850
344,2222,20,2355,12850
345,2307,20,2243,12851
346,2307,20,2307,12851
347,2307,20,2307,12851
348,2222,20,2286,12850
349,2400,20,2266,12852
350,2307,20,2243,12851
351,2307,20,2307,12851
352,2307,20,2243,12851
353,2307,20,2307,12851
354,2307,20,2243,12851
355,2307,20,2307,12851
356,2222,20,2286,12850
357,2307,20,2243,12851
358,2222,20,2286,12850
359,2307,20,2243,12851
360,2222,20,2286,12850
361,2307,20,2243,12851
362,2222,20,2222,12850
363,2400,20,2266,12852
364,2307,20,2243,12851
365,2307,20,2243,12851
366,2307,20,2307,12851
367,2307,20,2243,12851
368,2222,20,2286,12850
369,2307,20,2307,12851
370,2222,20,2286,12850
371,2307,20,2243,12851
372,2307,20,2307,12851
373,2222,20,2286,12850
374,2222,20,2222,12850
375,2222,20,2286,12850
376,2307,20,2243,12851
377,2222,20,2286,12850
378,2307,20,2243,12851
379,2222,20,2222,12850
380,2307,20,2243,12851
381,2222,20,2286,12850
382,2307,20,2243,12851
383,2307,20,2243,12851
384,2222,20,2286,12850
385,2307,25,2243,12851
386,2307,25,2307,12851
387,2500,25,2425,12853
388,2727,25,2556,12855
389,3000,25,2706,13104
390,3000,25,2795,13104
391,3157,25,2932,13105
392,3000,25,3118,13104
393,3157,25,3289,13105
394,3157,25,3289,13105
395,3529,25,3382,13109
396,3529,25,3382,13109
397,3333,25,3480,13107
398,3750,25,3584,13111
399,3750,25,3584,13111
400,3750,25,3584,13111
401,3750,25,3584,13111
402,3750,25,3584,13111
403,3750,25,3750,13111
404,3750,25,3750,13111
405,3529,25,3882,13109
406,4000,25,3647,13360
407,4000,25,3647,13360
408,3750,25,3937,13111
409,3750,25,3750,13111
410,3750,25,3937,13111
411,3750,25,3937,13111
412,3750,25,3937,13111
413,4000,25,4000,13360
414,3750,25,3937,13111
415,4000,25,4000,13360
416,4000,25,4214,13360
417,4000,25,4000,13360
418,4000,25,4000,13360
419,4285,25,3883,13362
420,4000,25,3812,13360
421,4000,25,4000,13360
422,4000,25,4000,13360
423,4000,25,3812,13360
424,3750,25,4151,13111
425,3750,25,3937,13111
426,4000,25,4000,13360
427,4285,25,4071,13362
428,3750,25,4151,13111
429,4000,25,4000,13360
430,4285,25,4071,13362
431,4000,25,4214,13360
432,4285,25,4071,13362
433,4285,25,4071,13362
434,4285,25,3883,13362
435,4000,25,4000,13360
436,4000,25,4000,13360
437,4000,25,4000,13360
438,4000,25,4000,13360
439,4285,25,3883,13362
440,4000,25,4000,13360
441,4000,25,4000,13360
442,3750,25,4151,13111
443,3750,25,4151,13111
444,4000,25,4214,13360
445,4000,25,4214,13360
446,4000,25,4000,13360
447,4000,25,4214,13360
448,4285,25,4071,13362
449,4285,25,4071,13362
450,4285,25,4285,13362
451,4285,25,3883,13362
452,4285,25,4071,13362
453,4000,25,4000,13360
454,4000,25,4214,13360
455,3750,25,4151,13111
456,3750,25,4151,13111
457,4000,25,4000,13360
458,3750,25,4151,13111
459,3750,25,4151,13111
460,4000,25,4000,13360
461,4000,25,4214,13360
462,4000,25,4214,13360
463,4285,25,4071,13362
464,4285,25,4071,13362
465,4285,25,3883,13362
466,4285,25,3883,13362
467,4285,25,3883,13362
468,4000,25,4000,13360
469,4285,25,3883,13362
470,4285,25,3883,13362
471,4285,25,4071,13362
472,4000,25,4000,13360
473,4000,25,4000,13360
474,4000,25,4214,13360
475,3750,25,4151,13111
476,4285,25,4285,13362
477,4000,25,4214,13360
478,3750,25,4151,13111
479,4285,25,4285,13362
480,4000,25,4214,13360
481,4000,25,4214,13360
482,4000,25,4214,13360
483,4000,25,4000,13360
484,4000,25,4000,13360
485,4285,20,3883,13362
486,3750,20,4151,13111
487,4000,20,3812,13360
488,3750,20,3750,13111
489,3529,20,3694,13109
490,3529,20,3529,13109
491,3529,20,3529,13109
492,3157,20,3436,13105
493,3157,20,3436,13105
494,3157,20,3289,13105
495,3157,20,3157,13105
496,3157,20,3039,13105
497,3000,20,3000,13104
498,3000,20,3000,13104
499,3000,20,2892,13104
500,3000,20,2892,13104
501,2857,20,2857,12856
502,2727,20,2824,12855
503,2727,20,2824,12855
504,2857,20,2759,12856
505,2727,20,2638,12855
506,2727,20,2727,12855
507,2608,20,2697,12854
508,2500,20,2670,12853
509,2727,20,2556,12855
510,2727,20,2556,12855
511,2608,20,2527,12854
512,2608,20,2608,12854
513,2500,20,2581,12853
514,2500,20,2500,12853
515,2608,20,2527,12854
516,2400,20,2556,12852
517,2400,20,2556,12852
518,2500,20,2500,12853
519,2400,20,2475,12852
520,2400,20,2475,12852
521,2608,20,2452,12854
522,2400,20,2330,12852
523,2400,20,2475,12852
524,2500,20,2425,12853
525,2500,20,2355,12853
526,2400,20,2475,12852
527,2500,20,2355,12853
528,2500,20,2355,12853
529,2307,20,2451,12851
530,2400,20,2400,12852
531,2307,20,2376,12851
532,2307,20,2451,12851
533,2400,20,2330,12852
534,2400,20,2400,12852
535,2307,20,2376,12851
536,2307,20,2307,12851
537,2307,20,2376,12851
538,2400,20,2330,12852
539,2222,20,2286,12850
540,2307,20,2376,12851
541,2400,20,2330,12852
542,2222,20,2286,12850
543,2400,20,2266,12852
544,2400,20,2330,12852
545,2222,20,2355,12850
546,2400,20,2330,12852
547,2307,20,2376,12851
548,2307,20,2307,12851
549,2307,20,2307,12851
550,2307,20,2307,12851
551,2307,20,2307,12851
552,2307,20,2307,12851
553,2307,20,2307,12851
554,2400,20,2330,12852
555,2307,20,2243,12851
556,2307,20,2307,12851
557,2307,20,2307,12851
558,2307,20,2307,12851
559,2307,20,2307,12851
560,2307,20,2307,12851
561,2307,20,2307,12851
562,2307,20,2307,12851
563,2307,20,2307,12851
564,2222,20,2286,12850
565,2222,20,2355,12850
566,2222,20,2355,12850
567,2307,20,2243,12851
568,2307,20,2307,12851
569,2222,20,2286,12850
570,2222,20,2355,12850
571,2400,20,2266,12852
572,2307,20,2243,12851
573,2307,20,2307,12851
574,2307,20,2307,12851
575,2307,20,2307,12851
576,2400,20,2266,12852
577,2222,20,2355,12850
578,2222,20,2355,12850
579,2307,20,2243,12851
580,2307,20,2307,12851
581,2400,20,2266,12852
582,2222,20,2355,12850
583,2222,20,2355,12850
584,2307,20,2243,12851
585,2307,25,2307,12851
586,2400,25,2330,12852
587,2500,25,2425,12853
588,2608,25,2608,12854
589,2727,25,2824,12855
590,2857,25,2964,12856
591,3000,25,3118,13104
592,3157,25,3157,13105
593,3333,25,3201,13107
594,3333,25,3201,13107
595,3529,25,3382,13109
596,3529,25,3382,13109
597,3529,25,3529,13109
598,3529,25,3529,13109
599,3750,25,3437,13111
600,3529,25,3694,13109
601,3750,25,3584,13111
602,3529,25,3882,13109
603,3529,25,3882,13109
604,3529,25,3882,13109
605,3529,25,3882,13109
606,4000,25,4000,13360
607,3750,25,3937,13111
608,4000,25,3812,13360
609,4000,25,4000,13360
610,4000,25,4214,13360
611,4000,25,3812,13360
612,4285,25,3883,13362
613,4000,25,3812,13360
614,3750,25,4151,13111
615,4285,25,3883,13362
616,4000,25,4000,13360
617,4000,25,4000,13360
618,4000,25,4000,13360
619,3750,25,4151,13111
620,4000,25,4214,13360
621,4000,25,4000,13360
622,3750,25,4151,13111
623,4000,25,4214,13360
624,4285,25,4071,13362
625,4000,25,4214,13360
626,4000,25,4000,13360
627,4285,25,3883,13362
628,4285,25,4071,13362
629,4000,25,4000,13360
630,3750,25,4151,13111
631,4000,25,4000,13360
632,4285,25,3883,13362
633,4000,25,4000,13360
634,4000,25,4000,13360
635,4000,25,4214,13360
636,3750,25,4151,13111
637,4285,25,4285,13362
638,4000,25,4214,13360
639,4000,25,4214,13360
640,4000,25,4000,13360
641,4000,25,4214,13360
642,4285,25,4071,13362
643,4285,25,4071,13362
644,4000,25,4000,13360
645,4285,25,3883,13362
646,4285,25,3883,13362
647,3750,25,4151,13111
648,3750,25,4151,13111
649,4000,25,4000,13360
650,4285,25,3883,13362
651,3750,25,4151,13111
652,3750,25,4151,13111
653,3750,25,4151,13111
654,4000,25,4214,13360
655,4000,25,4214,13360
656,4000,25,4214,13360
657,4000,25,4214,13360
658,4285,25,4071,13362
659,4000,25,4000,13360
660,4000,25,4000,13360
661,4000,25,4000,13360
662,4000,25,4000,13360
663,4000,25,4000,13360
664,4000,25,4000,13360
665,3750,25,4151,13111
666,3750,25,4151,13111
667,3750,25,4151,13111
668,4000,25,4000,13360
669,4000,25,4214,13360
670,4285,25,4071,13362
671,4285,25,4071,13362
672,4000,25,4000,13360
673,4285,25,4071,13362
674,4285,25,4071,13362
675,4285,25,4071,13362
676,4285,25,3883,13362
677,4285,25,3883,13362
678,4285,25,3883,13362
679,4000,25,4000,13360
680,4000,25,4000,13360
681,4000,25,4214,13360
682,4285,25,4071,13362
683,4000,25,4000,13360
684,4000,25,4214,13360
685,4000,20,4214,13360
686,4285,20,4071,13362
687,4000,20,4000,13360
688,3529,20,3882,13109
689,3750,20,3750,13111
690,3750,20,3437,13111
691,3529,20,3382,13109
692,3333,20,3333,13107
693,3333,20,3201,13107
694,3157,20,3289,13105
695,3000,20,3250,13104
696,3000,20,3118,13104
697,3000,20,3118,13104
698,2857,20,2964,12856
699,3000,20,3118,13104
700,2857,20,2857,12856
701,2857,20,2857,12856
702,2857,20,2857,12856
703,2857,20,2759,12856
704,2727,20,2727,12855
705,2727,20,2727,12855
706,2608,20,2697,12854
707,2727,20,2638,12855
708,2727,20,2638,12855
709,2608,20,2697,12854
710,2608,20,2608,12854
711,2500,20,2581,12853
712,2608,20,2608,12854
713,2608,20,2608,12854
714,2500,20,2425,12853
715,2500,20,2581,12853
716,2500,20,2500,12853
717,2500,20,2500,12853
718,2400,20,2475,12852
719,2500,20,2425,12853
720,2608,20,2452,12854
721,2400,20,2400,12852
722,2400,20,2400,12852
723,2500,20,2425,12853
724,2400,20,2475,12852
725,2400,20,2400,12852
726,2307,20,2451,12851
727,2400,20,2330,12852
728,2400,20,2400,12852
729,2400,20,2400,12852
730,2307,20,2376,12851
731,2400,20,2400,12852
732,2400,20,2400,12852
733,2307,20,2307,12851
734,2400,20,2330,12852
735,2500,20,2355,12853
736,2307,20,2451,12851
737,2400,20,2330,12852
738,2400,20,2330,12852
739,2307,20,2376,12851
740,2307,20,2307,12851
741,2307,20,2307,12851
742,2307,20,2376,12851
743,2307,20,2307,12851
744,2307,20,2376,12851
745,2307,20,2307,12851
746,2307,20,2307,12851
747,2307,20,2376,12851
748,2307,20,2307,12851
749,2307,20,2307,12851
750,2307,20,2307,12851
751,2400,20,2330,12852
752,2307,20,2376,12851
753,2400,20,2266,12852
754,2222,20,2355,12850
755,2307,20,2376,12851
756,2222,20,2286,12850
757,2307,20,2376,12851
758,2222,20,2286,12850
759,2307,20,2376,12851
760,2307,20,2307,12851
761,2222,20,2286,12850
762,2307,20,2376,12851
763,2307,20,2307,12851
764,2222,20,2286,12850
765,2400,20,2266,12852
766,2400,20,2266,12852
767,2222,20,2355,12850
768,2307,20,2307,12851
769,2307,20,2307,12851
770,2400,20,2266,12852
771,2222,20,2355,12850
772,2222,20,2355,12850
773,2222,20,2222,12850
774,2222,20,2355,12850
775,2222,20,2355,12850
776,2222,20,2222,12850
777,2222,20,2355,12850
778,2222,20,2222,12850
779,2222,20,2355,12850
780,2307,20,2243,12851
781,2222,20,2286,12850
782,2307,20,2243,12851
783,2307,20,2307,12851
784,2222,20,2286,12850
785,2307,25,2307,12851
786,2307,25,2307,12851
787,2500,25,2425,12853
788,2727,25,2556,12855
789,2857,25,2759,12856
790,3000,25,2795,13104
791,3157,25,3039,13105
792,3000,25,3118,13104
793,3157,25,3157,13105
794,3157,25,3289,13105
795,3157,25,3436,13105
796,3333,25,3480,13107
797,3529,25,3382,13109
798,3529,25,3529,13109
799,3529,25,3529,13109
800,3750,25,3750,13111
801,3750,25,3584,13111
802,3750,25,3584,13111
803,4000,25,3647,13360
804,3750,25,3750,13111
805,3529,25,3882,13109
806,3750,25,3750,13111
807,4000,25,3812,13360
808,3750,25,3750,13111
809,4000,25,3812,13360
810,3750,25,3937,13111
811,3750,25,3937,13111
812,3750,25,3937,13111
813,4000,25,4214,13360
814,3750,25,3937,13111
815,4000,25,4214,13360
816,4285,25,4071,13362
817,4285,25,4071,13362
818,4000,25,3812,13360
819,4285,25,3883,13362
820,4285,25,3883,13362
821,4000,25,4214,13360
822,4000,25,4000,13360
823,4285,25,3883,13362
824,4000,25,4000,13360
825,3750,25,4151,13111
826,4000,25,4000,13360
827,4000,25,4214,13360
828,4285,25,4071,13362
829,3750,25,4151,13111
830,3750,25,4151,13111
831,4000,25,4000,13360
832,4000,25,4214,13360
833,4000,25,4214,13360
834,4285,25,4071,13362
835,4000,25,4000,13360
836,4285,25,3883,13362
837,4285,25,3883,13362
838,4285,25,3883,13362
839,3750,25,4151,13111
840,3750,25,4151,13111
841,4000,25,4000,13360
842,3750,25,4151,13111
843,3750,25,4151,13111
844,3750,25,4151,13111
845,3750,25,4151,13111
846,4285,25,4285,13362
847,4285,25,4285,13362
848,4285,25,4285,13362
849,4285,25,4285,13362
850,4000,25,4000,13360
851,4000,25,4000,13360
852,4000,25,4214,13360
853,4285,25,4071,13362
854,4285,25,3883,13362
855,4285,25,4071,13362
856,4285,25,4071,13362
857,4000,25,4000,13360
858,4000,25,4000,13360
859,4000,25,4000,13360
860,3750,25,4151,13111
861,4285,25,4285,13362
862,4285,25,4285,13362
863,4285,25,4285,13362
864,4285,25,3883,13362
865,4285,25,4071,13362
866,4285,25,4071,13362
867,4285,25,4071,13362
868,4000,25,4000,13360
869,4000,25,4000,13360
870,4000,25,4000,13360
871,4000,25,4000,13360
872,4000,25,4214,13360
873,4000,25,4214,13360
874,4000,25,4214,13360
875,4000,25,4000,13360
876,4000,25,4000,13360
877,4000,25,4000,13360
878,4000,25,4000,13360
879,4000,25,4214,13360
880,4000,25,4214,13360
881,4000,25,4214,13360
882,4000,25,4214,13360
883,4285,25,4071,13362
884,4285,25,4071,13362
885,4285,20,4071,13362
886,4000,20,4000,13360
887,4000,20,3812,13360
888,3750,20,3750,13111
889,3529,20,3694,13109
890,3333,20,3645,13107
891,3333,20,3480,13107
892,3157,20,3436,13105
893,3529,20,3382,13109
894,3157,20,3157,13105
895,3157,20,3157,13105
896,3157,20,3157,13105
897,3000,20,3000,13104
898,3000,20,3000,13104
899,2857,20,3082,12856
900,2857,20,2964,12856
901,2857,20,2857,12856
902,2727,20,2824,12855
903,2727,20,2931,12855
904,2727,20,2727,12855
905,2608,20,2795,12854
906,2857,20,2670,12856
907,2608,20,2608,12854
908,2608,20,2697,12854
909,2500,20,2670,12853
910,2727,20,2556,12855
911,2727,20,2556,12855
912,2608,20,2527,12854
913,2608,20,2527,12854
914,2500,20,2581,12853
915,2608,20,2527,12854
916,2500,20,2500,12853
917,2500,20,2500,12853
918,2400,20,2556,12852
919,2608,20,2452,12854
920,2400,20,2556,12852
921,2500,20,2500,12853
922,2400,20,2475,12852
923,2500,20,2425,12853
924,2400,20,2400,12852
925,2500,20,2425,12853
926,2500,20,2425,12853
927,2400,20,2400,12852
928,2500,20,2425,12853
929,2500,20,2425,12853
930,2400,20,2400,12852
931,2400,20,2400,12852
932,2400,20,2400,12852
933,2400,20,2400,12852
934,2307,20,2451,12851
